nameplate,rating_year,test_name,rating_raw,rating_ord,measurement_value,variant
Ford Flex,2017,small_overlap_driver,Acceptable,3,,4-door SUV
Ford Flex,2017,moderate_overlap_front,Good,4,,4-door SUV
Ford Flex,2017,side_original,Good,4,,4-door SUV
Ford Flex,2017,roof_strength,Good,4,,4-door SUV
Ford Flex,2017,head_restraints,Good,4,,4-door SUV
Nissan Murano,2017,small_overlap_driver,Good,4,,4-door SUV
Nissan Murano,2017,moderate_overlap_front,Good,4,,4-door SUV
Nissan Murano,2017,side_original,Good,4,,4-door SUV
Nissan Murano,2017,roof_strength,Good,4,,4-door SUV
Nissan Murano,2017,head_restraints,Good,4,,4-door SUV
Hyundai Santa Fe,2017,small_overlap_driver,Good,4,,4-door SUV
Hyundai Santa Fe,2017,small_overlap_passenger,Acceptable,3,,4-door SUV
Hyundai Santa Fe,2017,moderate_overlap_front,Good,4,,4-door SUV
Hyundai Santa Fe,2017,side_original,Good,4,,4-door SUV
Hyundai Santa Fe,2017,roof_strength,Good,4,,4-door SUV
Hyundai Santa Fe,2017,head_restraints,Good,4,,4-door SUV
Jeep Grand Cherokee,2017,small_overlap_driver,Marginal,2,,4-door SUV
Jeep Grand Cherokee,2017,small_overlap_passenger,Poor,1,,4-door SUV
Jeep Grand Cherokee,2017,moderate_overlap_front,Good,4,,4-door SUV
Jeep Grand Cherokee,2017,side_original,Good,4,,4-door SUV
Jeep Grand Cherokee,2017,roof_strength,Good,4,,4-door SUV
Jeep Grand Cherokee,2017,head_restraints,Good,4,,4-door SUV
Hyundai Santa Fe Sport,2017,small_overlap_driver,Good,4,,4-door SUV
Hyundai Santa Fe Sport,2017,small_overlap_passenger,Acceptable,3,,4-door SUV
Hyundai Santa Fe Sport,2017,moderate_overlap_front,Good,4,,4-door SUV
Hyundai Santa Fe Sport,2017,side_original,Good,4,,4-door SUV
Hyundai Santa Fe Sport,2017,roof_strength,Good,4,,4-door SUV
Hyundai Santa Fe Sport,2017,head_restraints,Good,4,,4-door SUV
Honda Pilot,2017,small_overlap_driver,Good,4,,4-door SUV
Honda Pilot,2017,small_overlap_passenger,Acceptable,3,,4-door SUV
Honda Pilot,2017,moderate_overlap_front,Good,4,,4-door SUV
Honda Pilot,2017,side_original,Good,4,,4-door SUV
Honda Pilot,2017,side_updated,Marginal,2,,4-door SUV
Honda Pilot,2017,roof_strength,Good,4,,4-door SUV
Honda Pilot,2017,head_restraints,Good,4,,4-door SUV
Dodge Journey,2017,small_overlap_driver,Poor,1,,4-door SUV
Dodge Journey,2017,moderate_overlap_front,Good,4,,4-door SUV
Dodge Journey,2017,side_original,Good,4,,4-door SUV
Dodge Journey,2017,roof_strength,Good,4,,4-door SUV
Dodge Journey,2017,head_restraints,Good,4,,4-door SUV
Chevrolet Equinox,2017,small_overlap_driver,Good,4,,4-door SUV
Chevrolet Equinox,2017,moderate_overlap_front,Good,4,,4-door SUV
Chevrolet Equinox,2017,side_original,Good,4,,4-door SUV
Chevrolet Equinox,2017,roof_strength,Good,4,,4-door SUV
Chevrolet Equinox,2017,head_restraints,Good,4,,4-door SUV
Toyota 4Runner,2017,small_overlap_driver,Marginal,2,,4-door SUV
Toyota 4Runner,2017,moderate_overlap_front,Good,4,,4-door SUV
Toyota 4Runner,2017,side_original,Good,4,,4-door SUV
Toyota 4Runner,2017,roof_strength,Good,4,,4-door SUV
Toyota 4Runner,2017,head_restraints,Good,4,,4-door SUV
Nissan Pathfinder,2017,small_overlap_driver,Good,4,,4-door SUV
Nissan Pathfinder,2017,small_overlap_passenger,Acceptable,3,,4-door SUV
Nissan Pathfinder,2017,moderate_overlap_front,Good,4,,4-door SUV
Nissan Pathfinder,2017,side_original,Good,4,,4-door SUV
Nissan Pathfinder,2017,roof_strength,Good,4,,4-door SUV
Nissan Pathfinder,2017,head_restraints,Good,4,,4-door SUV
Jeep Wrangler 4-door,2017,small_overlap_driver,Good,4,,4-door SUV
Jeep Wrangler 4-door,2017,moderate_overlap_front,Good,4,,4-door SUV
Jeep Wrangler 4-door,2017,side_original,Marginal,2,,4-door SUV
Chevrolet Traverse,2017,moderate_overlap_front,Good,4,,4-door SUV
Chevrolet Traverse,2017,side_original,Good,4,,4-door SUV
Chevrolet Traverse,2017,roof_strength,Good,4,,4-door SUV
Chevrolet Traverse,2017,head_restraints,Good,4,,4-door SUV
Buick Enclave,2017,moderate_overlap_front,Good,4,,4-door SUV
Buick Enclave,2017,side_original,Good,4,,4-door SUV
Buick Enclave,2017,roof_strength,Good,4,,4-door SUV
Buick Enclave,2017,head_restraints,Good,4,,4-door SUV
Dodge Durango,2017,small_overlap_driver,Marginal,2,,4-door SUV
Dodge Durango,2017,moderate_overlap_front,Good,4,,4-door SUV
Dodge Durango,2017,side_original,Good,4,,4-door SUV
Dodge Durango,2017,roof_strength,Good,4,,4-door SUV
Dodge Durango,2017,head_restraints,Good,4,,4-door SUV
Buick Encore,2017,small_overlap_driver,Good,4,,4-door SUV
Buick Encore,2017,small_overlap_passenger,Acceptable,3,,4-door SUV
Buick Encore,2017,moderate_overlap_front,Good,4,,4-door SUV
Buick Encore,2017,side_original,Good,4,,4-door SUV
Buick Encore,2017,side_updated,Acceptable,3,,4-door SUV
Buick Encore,2017,roof_strength,Good,4,,4-door SUV
Buick Encore,2017,head_restraints,Good,4,,4-door SUV
Infiniti QX60,2017,small_overlap_driver,Good,4,,4-door SUV
Infiniti QX60,2017,small_overlap_passenger,Acceptable,3,,4-door SUV
Infiniti QX60,2017,moderate_overlap_front,Good,4,,4-door SUV
Infiniti QX60,2017,side_original,Good,4,,4-door SUV
Infiniti QX60,2017,roof_strength,Good,4,,4-door SUV
Infiniti QX60,2017,head_restraints,Good,4,,4-door SUV
BMW X3,2017,moderate_overlap_front,Good,4,,4-door SUV
BMW X3,2017,side_original,Good,4,,4-door SUV
BMW X3,2017,roof_strength,Good,4,,4-door SUV
BMW X3,2017,head_restraints,Good,4,,4-door SUV
Acura RDX,2017,small_overlap_driver,Good,4,,4-door SUV
Acura RDX,2017,moderate_overlap_front,Good,4,,4-door SUV
Acura RDX,2017,side_original,Good,4,,4-door SUV
Acura RDX,2017,roof_strength,Good,4,,4-door SUV
Acura RDX,2017,head_restraints,Good,4,,4-door SUV
Volvo XC60,2017,small_overlap_driver,Good,4,,4-door SUV
Volvo XC60,2017,moderate_overlap_front,Good,4,,4-door SUV
Volvo XC60,2017,side_original,Good,4,,4-door SUV
Volvo XC60,2017,roof_strength,Good,4,,4-door SUV
Volvo XC60,2017,head_restraints,Good,4,,4-door SUV
BMW X5,2017,moderate_overlap_front,Good,4,,4-door SUV
BMW X5,2017,side_original,Good,4,,4-door SUV
Mitsubishi Mirage G4,2024,moderate_overlap_front,Good,4,,4-door sedan
Honda Accord hybrid,2020,small_overlap_driver,Good,4,,4-door sedan
Honda Accord hybrid,2020,small_overlap_passenger,Good,4,,4-door sedan
Honda Accord hybrid,2020,moderate_overlap_front,Good,4,,4-door sedan
Honda Accord hybrid,2020,side_original,Good,4,,4-door sedan
Honda Accord hybrid,2020,side_updated,Marginal,2,,4-door sedan
Honda Accord hybrid,2020,roof_strength,Good,4,,4-door sedan
Honda Accord hybrid,2020,head_restraints,Good,4,,4-door sedan
Ford Fusion hybrid,2020,small_overlap_driver,Good,4,,4-door sedan
Ford Fusion hybrid,2020,small_overlap_passenger,Good,4,,4-door sedan
Ford Fusion hybrid,2020,moderate_overlap_front,Good,4,,4-door sedan
Ford Fusion hybrid,2020,side_original,Good,4,,4-door sedan
Ford Fusion hybrid,2020,roof_strength,Good,4,,4-door sedan
Toyota Camry hybrid,2020,small_overlap_driver,Good,4,,4-door sedan
Toyota Camry hybrid,2020,small_overlap_passenger,Good,4,,4-door sedan
Toyota Camry hybrid,2020,moderate_overlap_front,Good,4,,4-door sedan
Toyota Camry hybrid,2020,side_original,Good,4,,4-door sedan
Toyota Camry hybrid,2020,side_updated,Poor,1,,4-door sedan
Toyota Camry hybrid,2020,roof_strength,Good,4,,4-door sedan
Toyota Camry hybrid,2020,head_restraints,Good,4,,4-door sedan
Dodge Charger HEMI,2020,small_overlap_driver,Marginal,2,,4-door sedan
Dodge Charger HEMI,2020,moderate_overlap_front,Good,4,,4-door sedan
Dodge Charger HEMI,2020,side_original,Good,4,,4-door sedan
Dodge Charger HEMI,2020,roof_strength,Good,4,,4-door sedan
Dodge Charger HEMI,2020,head_restraints,Good,4,,4-door sedan
Genesis G80,2024,moderate_overlap_front,Good,4,,4-door sedan
Genesis G80,2024,moderate_overlap_front_updated,Good,4,,4-door sedan
Genesis G80,2024,side_updated,Good,4,,4-door sedan
Ford Mustang GT coupe,2020,small_overlap_driver,Acceptable,3,,2-door coupe
Ford Mustang GT coupe,2020,moderate_overlap_front,Good,4,,2-door coupe
Ford Mustang GT coupe,2020,side_original,Good,4,,2-door coupe
Ford Mustang GT coupe,2020,roof_strength,Good,4,,2-door coupe
Ford Mustang GT coupe,2020,head_restraints,Good,4,,2-door coupe
Chevrolet Camaro convertible,2020,small_overlap_driver,Good,4,,2-door coupe
Chevrolet Camaro convertible,2020,moderate_overlap_front,Good,4,,2-door coupe
Chevrolet Camaro convertible,2020,side_original,Good,4,,2-door coupe
Chevrolet Camaro convertible,2020,roof_strength,Acceptable,3,,2-door coupe
Chevrolet Camaro convertible,2020,head_restraints,Good,4,,2-door coupe
Jeep Gladiator,2026,moderate_overlap_front_updated,Good,4,,crew cab pickup
Jeep Gladiator,2026,side_updated,Good,4,,crew cab pickup
Toyota RAV4 hybrid,2025,side_updated,Acceptable,3,,4-door SUV
Chevrolet Tahoe,2026,moderate_overlap_front_updated,Poor,1,,4-door SUV
Chevrolet Tahoe,2026,side_updated,Good,4,,4-door SUV
Audi Q5,2025,moderate_overlap_front_updated,Good,4,,4-door SUV
Audi Q5,2025,side_updated,Good,4,,4-door SUV
Ford Mustang GT coupe,2017,small_overlap_driver,Acceptable,3,,2-door coupe
Ford Mustang GT coupe,2017,moderate_overlap_front,Good,4,,2-door coupe
Ford Mustang GT coupe,2017,side_original,Good,4,,2-door coupe
Ford Mustang GT coupe,2017,roof_strength,Good,4,,2-door coupe
Ford Mustang GT coupe,2017,head_restraints,Good,4,,2-door coupe
Hyundai Accent,2020,small_overlap_driver,Good,4,,4-door sedan
Hyundai Accent,2020,small_overlap_passenger,Acceptable,3,,4-door sedan
Hyundai Accent,2020,moderate_overlap_front,Good,4,,4-door sedan
Hyundai Accent,2020,side_original,Good,4,,4-door sedan
Hyundai Accent,2020,roof_strength,Good,4,,4-door sedan
Hyundai Accent,2020,head_restraints,Good,4,,4-door sedan
Subaru WRX,2020,small_overlap_driver,Good,4,,4-door sedan
Subaru WRX,2020,small_overlap_passenger,Good,4,,4-door sedan
Subaru WRX,2020,moderate_overlap_front,Good,4,,4-door sedan
Subaru WRX,2020,side_original,Good,4,,4-door sedan
Subaru WRX,2020,roof_strength,Good,4,,4-door sedan
Subaru WRX,2020,head_restraints,Good,4,,4-door sedan
Chrysler Pacifica,2020,small_overlap_driver,Good,4,,minivan
Chrysler Pacifica,2020,small_overlap_passenger,Good,4,,minivan
Chrysler Pacifica,2020,moderate_overlap_front,Good,4,,minivan
Chrysler Pacifica,2020,side_original,Good,4,,minivan
Chrysler Pacifica,2020,roof_strength,Good,4,,minivan
Chrysler Pacifica,2020,head_restraints,Good,4,,minivan
Toyota Tacoma Double Cab long bed,2020,small_overlap_driver,Good,4,,crew cab pickup
Toyota Tacoma Double Cab long bed,2020,small_overlap_passenger,Acceptable,3,,crew cab pickup
Toyota Tacoma Double Cab long bed,2020,moderate_overlap_front,Good,4,,crew cab pickup
Toyota Tacoma Double Cab long bed,2020,side_original,Good,4,,crew cab pickup
Toyota Tacoma Double Cab long bed,2020,side_updated,Marginal,2,,crew cab pickup
Toyota Tacoma Double Cab long bed,2020,roof_strength,Good,4,,crew cab pickup
Toyota Tacoma Double Cab long bed,2020,head_restraints,Good,4,,crew cab pickup
Toyota Tacoma Double Cab short bed,2020,small_overlap_driver,Good,4,,crew cab pickup
Toyota Tacoma Double Cab short bed,2020,small_overlap_passenger,Acceptable,3,,crew cab pickup
Toyota Tacoma Double Cab short bed,2020,moderate_overlap_front,Good,4,,crew cab pickup
Toyota Tacoma Double Cab short bed,2020,side_original,Good,4,,crew cab pickup
Toyota Tacoma Double Cab short bed,2020,side_updated,Marginal,2,,crew cab pickup
Toyota Tacoma Double Cab short bed,2020,roof_strength,Good,4,,crew cab pickup
Toyota Tacoma Double Cab short bed,2020,head_restraints,Good,4,,crew cab pickup
Nissan Frontier King Cab,2020,small_overlap_driver,Marginal,2,,crew cab pickup
Nissan Frontier King Cab,2020,small_overlap_passenger,Marginal,2,,crew cab pickup
Nissan Frontier King Cab,2020,moderate_overlap_front,Good,4,,crew cab pickup
Nissan Frontier King Cab,2020,side_original,Good,4,,crew cab pickup
Nissan Frontier King Cab,2020,roof_strength,Good,4,,crew cab pickup
Nissan Frontier King Cab,2020,head_restraints,Acceptable,3,,crew cab pickup
Ford F-150 SuperCab,2020,small_overlap_driver,Good,4,,crew cab pickup
Ford F-150 SuperCab,2020,small_overlap_passenger,Good,4,,crew cab pickup
Ford F-150 SuperCab,2020,moderate_overlap_front,Good,4,,crew cab pickup
Ford F-150 SuperCab,2020,side_original,Good,4,,crew cab pickup
Ford F-150 SuperCab,2020,roof_strength,Good,4,,crew cab pickup
Ford F-150 SuperCab,2020,head_restraints,Good,4,,crew cab pickup
Ford F-150 SuperCrew,2020,small_overlap_driver,Good,4,,crew cab pickup
Ford F-150 SuperCrew,2020,small_overlap_passenger,Good,4,,crew cab pickup
Ford F-150 SuperCrew,2020,moderate_overlap_front,Good,4,,crew cab pickup
Ford F-150 SuperCrew,2020,side_original,Good,4,,crew cab pickup
Ford F-150 SuperCrew,2020,roof_strength,Good,4,,crew cab pickup
Ford F-150 SuperCrew,2020,head_restraints,Good,4,,crew cab pickup
Toyota Tundra Double Cab short bed,2020,small_overlap_driver,Acceptable,3,,extended cab pickup
Toyota Tundra Double Cab short bed,2020,moderate_overlap_front,Good,4,,extended cab pickup
Toyota Tundra Double Cab short bed,2020,side_original,Good,4,,extended cab pickup
Toyota Tundra Double Cab short bed,2020,roof_strength,Good,4,,extended cab pickup
Toyota Tundra Double Cab short bed,2020,head_restraints,Good,4,,extended cab pickup
Ram 1500 Classic Crew Cab short bed,2020,small_overlap_driver,Good,4,,extended cab pickup
Ram 1500 Classic Crew Cab short bed,2020,small_overlap_passenger,Good,4,,extended cab pickup
Ram 1500 Classic Crew Cab short bed,2020,moderate_overlap_front,Good,4,,extended cab pickup
Ram 1500 Classic Crew Cab short bed,2020,side_original,Good,4,,extended cab pickup
Ram 1500 Classic Crew Cab short bed,2020,roof_strength,Good,4,,extended cab pickup
Ram 1500 Classic Crew Cab short bed,2020,head_restraints,Good,4,,extended cab pickup
Ram 1500 Crew Cab short bed,2020,small_overlap_driver,Good,4,,extended cab pickup
Ram 1500 Crew Cab short bed,2020,small_overlap_passenger,Good,4,,extended cab pickup
Ram 1500 Crew Cab short bed,2020,moderate_overlap_front,Good,4,,extended cab pickup
Ram 1500 Crew Cab short bed,2020,side_original,Good,4,,extended cab pickup
Ram 1500 Crew Cab short bed,2020,roof_strength,Good,4,,extended cab pickup
Ram 1500 Crew Cab short bed,2020,head_restraints,Good,4,,extended cab pickup
Ram 1500 Quad Cab,2020,small_overlap_driver,Good,4,,extended cab pickup
Ram 1500 Quad Cab,2020,small_overlap_passenger,Good,4,,extended cab pickup
Ram 1500 Quad Cab,2020,moderate_overlap_front,Good,4,,extended cab pickup
Ram 1500 Quad Cab,2020,side_original,Good,4,,extended cab pickup
Ram 1500 Quad Cab,2020,roof_strength,Good,4,,extended cab pickup
Ram 1500 Quad Cab,2020,head_restraints,Good,4,,extended cab pickup
Ram 1500 Classic Quad Cab,2020,small_overlap_driver,Good,4,,extended cab pickup
Ram 1500 Classic Quad Cab,2020,small_overlap_passenger,Good,4,,extended cab pickup
Ram 1500 Classic Quad Cab,2020,moderate_overlap_front,Good,4,,extended cab pickup
Ram 1500 Classic Quad Cab,2020,side_original,Good,4,,extended cab pickup
Ram 1500 Classic Quad Cab,2020,roof_strength,Good,4,,extended cab pickup
Ram 1500 Classic Quad Cab,2020,head_restraints,Good,4,,extended cab pickup
Toyota Tundra Crew Max,2020,small_overlap_driver,Acceptable,3,,extended cab pickup
Toyota Tundra Crew Max,2020,moderate_overlap_front,Good,4,,extended cab pickup
Toyota Tundra Crew Max,2020,side_original,Good,4,,extended cab pickup
Toyota Tundra Crew Max,2020,roof_strength,Good,4,,extended cab pickup
Toyota Tundra Crew Max,2020,head_restraints,Good,4,,extended cab pickup
Ram 2500 Mega Cab,2020,small_overlap_driver,Good,4,,extended cab pickup
Ram 2500 Mega Cab,2020,small_overlap_passenger,Good,4,,extended cab pickup
Ram 2500 Mega Cab,2020,moderate_overlap_front,Good,4,,extended cab pickup
Ram 2500 Mega Cab,2020,side_original,Good,4,,extended cab pickup
Ram 2500 Mega Cab,2020,roof_strength,Good,4,,extended cab pickup
Ram 2500 Mega Cab,2020,head_restraints,Good,4,,extended cab pickup
Ram 3500 Crew Cab long bed,2020,small_overlap_driver,Good,4,,extended cab pickup
Ram 3500 Crew Cab long bed,2020,small_overlap_passenger,Good,4,,extended cab pickup
Ram 3500 Crew Cab long bed,2020,moderate_overlap_front,Good,4,,extended cab pickup
Ram 3500 Crew Cab long bed,2020,side_original,Good,4,,extended cab pickup
Ram 3500 Crew Cab long bed,2020,roof_strength,Good,4,,extended cab pickup
Ram 3500 Crew Cab long bed,2020,head_restraints,Good,4,,extended cab pickup
Chevrolet Silverado 2500 Extended Cab,2017,small_overlap_driver,Acceptable,3,,extended cab pickup
Chevrolet Silverado 2500 Extended Cab,2017,moderate_overlap_front,Good,4,,extended cab pickup
Chevrolet Silverado 2500 Extended Cab,2017,side_original,Good,4,,extended cab pickup
Chevrolet Silverado 2500 Extended Cab,2017,roof_strength,Good,4,,extended cab pickup
Chevrolet Silverado 2500 Extended Cab,2017,head_restraints,Good,4,,extended cab pickup
Ram 3500 Crew Cab long bed,2017,small_overlap_driver,Marginal,2,,extended cab pickup
Ram 3500 Crew Cab long bed,2017,moderate_overlap_front,Good,4,,extended cab pickup
Ram 3500 Crew Cab long bed,2017,side_original,Good,4,,extended cab pickup
Ram 3500 Crew Cab long bed,2017,roof_strength,Marginal,2,,extended cab pickup
Ram 3500 Crew Cab long bed,2017,head_restraints,Good,4,,extended cab pickup
Ram 2500 Crew Cab long bed,2017,small_overlap_driver,Marginal,2,,extended cab pickup
Ram 2500 Crew Cab long bed,2017,moderate_overlap_front,Good,4,,extended cab pickup
Ram 2500 Crew Cab long bed,2017,side_original,Good,4,,extended cab pickup
Ram 2500 Crew Cab long bed,2017,roof_strength,Marginal,2,,extended cab pickup
Ram 2500 Crew Cab long bed,2017,head_restraints,Good,4,,extended cab pickup
GMC Sierra 2500 Crew Cab,2017,small_overlap_driver,Marginal,2,,crew cab pickup
GMC Sierra 2500 Crew Cab,2017,moderate_overlap_front,Good,4,,crew cab pickup
GMC Sierra 2500 Crew Cab,2017,side_original,Good,4,,crew cab pickup
GMC Sierra 2500 Crew Cab,2017,roof_strength,Good,4,,crew cab pickup
GMC Sierra 2500 Crew Cab,2017,head_restraints,Good,4,,crew cab pickup
Chevrolet Silverado 2500 Crew Cab,2017,small_overlap_driver,Marginal,2,,crew cab pickup
Chevrolet Silverado 2500 Crew Cab,2017,moderate_overlap_front,Good,4,,crew cab pickup
Chevrolet Silverado 2500 Crew Cab,2017,side_original,Good,4,,crew cab pickup
Chevrolet Silverado 2500 Crew Cab,2017,roof_strength,Good,4,,crew cab pickup
Chevrolet Silverado 2500 Crew Cab,2017,head_restraints,Good,4,,crew cab pickup
Toyota Highlander,2026,moderate_overlap_front_updated,Good,4,,4-door SUV
Toyota Highlander,2026,side_updated,Good,4,,4-door SUV
Ford Expedition,2026,moderate_overlap_front_updated,Marginal,2,,4-door SUV
Ford Expedition,2026,side_updated,Good,4,,4-door SUV
